timestamp,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
2025-05-05,30.715855556309226,-0.0775031566570202,23.39824879248937,19.3466760150368,9.734869653835892,-1.870393637393912,19.046152433951697
2025-05-06,24.25220520025492,-0.2518064446449279,18.30857370764017,19.182392075192187,9.505468209976952,-2.003006837680936,14.711488177378971
2025-05-07,25.81692679908375,2.4223092222809792,19.43558292975029,20.70426301660016,9.676997682064773,-1.8412717815438904,13.975076676209769
2025-05-08,29.02912063851953,1.0582939994037155,22.18450994386028,20.058228355940432,9.663028627191984,-1.9222413687706,18.5737982861201
2025-05-09,35.28751005751391,0.1209315815418958,27.320164551393443,19.563091103131573,9.53041297785441,-1.9988562723944585,19.18512682437897
2025-05-10,28.807292850633463,-0.9246189125627282,22.546505705217523,19.331276081351564,8.773542624538143,-2.359545163551966,18.300590040683748
2025-05-11,26.321795676822465,0.1387835880840821,20.379217124332985,19.416329337893675,8.975096573904159,-2.075471216574311,16.082270002762478
2025-05-12,33.883733710825446,-0.6545072084590794,26.366954178487266,19.278927239640307,9.378295152768493,-2.040429763269921,16.59629673798879
2025-05-13,32.42479019309084,0.2410510921478269,24.822325381884976,19.431783664840584,9.759451549798252,-1.853791441137592,14.81333249648412
2025-05-14,34.516331761012474,0.1805876732567947,26.36219998801748,19.35059400027245,9.831383278201026,-1.90155670885245,16.929676589568455
2025-05-15,38.79947779099147,0.3488804893940688,29.7842491572102,19.627030677383143,9.983410390714804,-1.9056392090146737,18.332979859113696
2025-05-16,36.82423417733113,0.4693588714897633,28.29517619925241,19.61924907746911,10.06377803148826,-1.7832322530498106,17.740216576258344
2025-05-17,30.732505019694567,-0.5403084732194742,23.557717048227783,19.12035708853913,9.521886450231076,-1.8556966278875864,18.161615744431813
2025-05-18,37.86172151736418,-0.3599946919927994,29.24125536640485,19.26369058061205,9.875648969694971,-2.048662792218228,13.664606670935948
2025-05-19,37.07944357613723,-1.1831583612474303,28.710350852788736,18.909655746617045,9.696227817416192,-2.0341018805156152,12.918978421638409
2025-05-20,33.42897884334128,-1.531585621786614,25.73960789283117,18.73748141830788,9.872836944838363,-2.0072254315912725,7.667321667671204
